sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4
test.sa-sb.sa-b::00705,Jim has a very important math test next week. He is really worried about passing with a good grade. Jim decided to ask his teacher for ideas on great study tips. His teacher gave him some really great studying advice.,1.0,content_diversity,Jim sailed through his test with flying colours.,"Jim failed dismally and thought he should have asked the match teacher for tips, not the gym coach.",Jim was horrified when he found that non of the tips he'd been given applied to this test.,Jim totally flunked the test so got his dads gun and shot the teacher.,Jim just got passed the test so realised asking for help had been the right thing to do.
test.sa-sb.sa-b::00705,Jim has a very important math test next week. He is really worried about passing with a good grade. Jim decided to ask his teacher for ideas on great study tips. His teacher gave him some really great studying advice.,0.0,content_diversity,The tips worked and Jim passed the test.,Jim aced the test even better than he had hoped.,Jim found the test easy and passed it without problem.,Jim passed the test quite easily in the end.,Jim had no problem passing the test and even scored the top grade in his class.
test.sa-sb.sa-b::00706,"My textbook went missing. I tried to look inside the laundry room. Dust was flying everywhere, especially on the desk. I managed to find the book inside a bin.",1.0,content_diversity,I was glad I made the effort.,I was about to sneeze.,It was not harmed.,It was dirty.,I dusted it off.
test.sa-sb.sa-b::00706,"My textbook went missing. I tried to look inside the laundry room. Dust was flying everywhere, especially on the desk. I managed to find the book inside a bin.",0.0,content_diversity,I'm glad I looked for it.,It was worth the effort for the book.,I felt the time involved was worth it.,"The effort was steep, but I would do it again.",The book make it all worth the trouble.
test.sa-sb.sa-b::00707,"Shantel and Kyle have been married or 5 years. On their 5th year of marriage they had a baby. On their 6th year of marriage they had 2 more babies,a set of twins. On their 7th year of marriage they had 1 more baby.",1.0,content_diversity,The day after the baby was born Kyle went and had the snip.,They said they would give much thought to whether they would have any more babies.,Everybody thought their children were beautiful.,Not long after Kyle felt he couldn't cope and left Shantel.,On their eigth year of marriage Shantel gave birth to triplets!
test.sa-sb.sa-b::00707,"Shantel and Kyle have been married or 5 years. On their 5th year of marriage they had a baby. On their 6th year of marriage they had 2 more babies,a set of twins. On their 7th year of marriage they had 1 more baby.",0.0,content_diversity,So many kids really got to Kyle so he left Shantel.,Kyle left Shantel not long after as he couldn't take the noise.,With so many kids around Kyle felt too much pressure and left Shantel.,Kyle walked out on Shantel when he had finally had enough of the kids.,Kyle left Shantel as the constant need of the kids had got to him.
test.sa-sb.sa-b::00708,Tim's grass got too long. He had to cut it or get fined. He decided to rent a riding mower. It took him less time than expected.,1.0,content_diversity,Riding lawnmowers take less time.,He felt it was a good purchase.,The purchase was a good one to him.,He was glad he didn't have to pay the fine.,He was happy that the grass issue was resolved.
test.sa-sb.sa-b::00708,Tim's grass got too long. He had to cut it or get fined. He decided to rent a riding mower. It took him less time than expected.,0.0,content_diversity,The mower was always used from then on out.,The purchase allowed him to quickly mow his lawn.,The mower allowed him to do other thing with the time saved.,The mower did what was needed.,The time saved made it all worth the cost.
test.sa-sb.sa-b::00709,I put my dog in training school. He is learning a lot of new tricks. He can now sit and stand. They are very good teachers.,1.0,content_diversity,I love that my dog is so obediant now.,But today he bit the postman and made him bleed.,They have made me want to train to be a dog trainer now.,I want him to be able to hunt out rats next.,I have heard a lot of people say good things about them.
test.sa-sb.sa-b::00709,I put my dog in training school. He is learning a lot of new tricks. He can now sit and stand. They are very good teachers.,0.0,content_diversity,They are getting a good reputation as everyone says they are so good.,Word is getting round that they are a good training school.,Every where I go I hear people saying how good they are.,They are getting a good review everywhere.,People are saying how good they are on facebook.
test.sa-sb.sa-b::00710,Jim wanted to lose weight. He got a gym membership. He was embarrassed to go at first. Eventually he got over it.,1.0,content_diversity,He is pleased he did as nowadays he looks lean and fit.,Jim liked it so much he started going five times a week.,He found everyone so helpful and friendly and made new pals he saw outside of the gym.,Jim lost a lot of weight and met a girl at the gym who he eventually married.,"The first thing he tried was the treadmill, he started off fairly slow."
test.sa-sb.sa-b::00710,Jim wanted to lose weight. He got a gym membership. He was embarrassed to go at first. Eventually he got over it.,0.0,content_diversity,Jim is so happy he did as he looks much better these days.,After a while the weight began to fall off so Jim is very pleased with his decision.,"After a month and looking in the mirror, Jim thinks its the best money he ever spent.","As well as been thinner, Jim was much happier.",He is pleased he did as nowadays he looks highly toned and buff.
test.sa-sb.sa-b::00711,Sam and his family went to the local town fair one Saturday. It was hot and humid but they tried to have fun anyway. Sam went on a few rides and played a few games. Suddenly it became very dark and the humidity broke.,1.0,content_diversity,All of a sudden the rain came down in sheets and everyone ran for cover.,Then there was the loudest crack of thunder they had ever heard which made everyone jump.,"Despite it looking like bad weather coming, they continued round the fair anyway.","Suddenly huge hailstones were raining down on everyone, they were so big they really hurt.",Even though it wasn't raining people began putting up their umbrellas.
test.sa-sb.sa-b::00711,Sam and his family went to the local town fair one Saturday. It was hot and humid but they tried to have fun anyway. Sam went on a few rides and played a few games. Suddenly it became very dark and the humidity broke.,0.0,content_diversity,The rain suddenly started falling and everyone dashed to find shelter.,Everyone ran for cover as the rain suddenly started teeming down.,In an instant the rain pelted down and people began to run for cover.,People began to run for cover as the rain started to fall.,Everyone tried to find shelter as the heavens opened and the rain poured down.
test.sa-sb.sa-b::00712,Tammy was at the park. She was watching her kids play. Tammy decided it was time to leave. She called her kids to the car.,1.0,content_diversity,they drove off,her kids were still playing,they listen,they did not listen,they want to stay longer
test.sa-sb.sa-b::00712,Tammy was at the park. She was watching her kids play. Tammy decided it was time to leave. She called her kids to the car.,0.0,content_diversity,they left,they leave the park,they went on with their car,they were on the road again,they drive away from the park
test.sa-sb.sa-b::00713,While at work David gets visited by officers. They come to arrest him. David is very confused. The police show him a picture of his twin who is wanted for murder.,1.0,content_diversity,he explain it is not him,the police did not believe him,he was sad,he realize what happens,he decide to contact his twin
test.sa-sb.sa-b::00713,While at work David gets visited by officers. They come to arrest him. David is very confused. The police show him a picture of his twin who is wanted for murder.,0.0,content_diversity,he explain the mistaken identity,he said it was not him,he said it is his twin brother,he told the police it was not him,he tell the police that was his twin
test.sa-sb.sa-b::00714,Sam was at work. He had to lift a heavy box by himself. Sam pulled a muscle trying to do so. He had to get physical therapy to get better.,1.0,content_diversity,After some time he was back to normal again.,The therapy didnt work and Sam never worked a day in his life again.,The therapy was too hard work so Sam was happy to be crippled.,"After that, he never lifted a heavy box by himself again.",Sam sued his company and won a huge amount of money.
test.sa-sb.sa-b::00714,Sam was at work. He had to lift a heavy box by himself. Sam pulled a muscle trying to do so. He had to get physical therapy to get better.,0.0,content_diversity,After suing the company Sam suddenly found himself very wealthy.,Sam sued the company and received a healthy settlement.,Sam sued over his injury and was awarded a lot of money.,Sam became wealthy after suing the company.,"Sam sued his company , won and now has a lot of money."
test.sa-sb.sa-b::00715,The cat smelled a shoe. It smelled like another cat. The cat urinated on the shoe. The owner put the shoe on later.,1.0,content_diversity,The owner regretted it.,The owner had no idea.,The owner wished he didn't have that cat anymore.,His foot became wet.,The shoe had to be discarded.
test.sa-sb.sa-b::00715,The cat smelled a shoe. It smelled like another cat. The cat urinated on the shoe. The owner put the shoe on later.,0.0,content_diversity,They were surprised.,The owner decided he should smell the shoes first.,He noticed only later in the day.,The shoe did not smell the same he noticed.,The owner didn't know the cat urinated on shoes.
test.sa-sb.sa-b::00716,Sam went on a date. He was nervous and ate too much at dinner. After a short while he started feeling sick. Sam had to cut the date short and go home.,1.0,content_diversity,he throws up after,he schedule another date,he went out again that night,something he ate was not right,his stomach was hurt
test.sa-sb.sa-b::00716,Sam went on a date. He was nervous and ate too much at dinner. After a short while he started feeling sick. Sam had to cut the date short and go home.,0.0,content_diversity,it may have been the food,some of the food was not good,something he ate was foul,the food gave him a stomache,the food he ate may have been foul
test.sa-sb.sa-b::00717,Heather was out with her husband at a fast food joint. They order their food and go to sit down. When the food arrived Heather noticed something moving. She checked her fries and found a cockroach.,1.0,content_diversity,she scream,she return the order and demand a new one,the restaurant apologize and give her a free order,she took photo and post it online,the decides to eat it
test.sa-sb.sa-b::00717,Heather was out with her husband at a fast food joint. They order their food and go to sit down. When the food arrived Heather noticed something moving. She checked her fries and found a cockroach.,0.0,content_diversity,she took it to social media,she posted photo on her instagram account,she made a post online,she created a post that went viral,she decides to make a post about it
test.sa-sb.sa-b::00718,John woke up on the beach not remembering who he was. John looked at his belongings. John found a car key. John used the car key to find out the car.,1.0,content_diversity,He found the car but did not recognise it.,The car beeped and he got into it but realised he couldn't remember how to drive.,John found the car and rifled through its contents for clues as to who he was.,He pushed the fob time and time again but could not find the car.,As he was trying to find the car he saw an angry mob and it looked like it was head towrds him.
test.sa-sb.sa-b::00718,John woke up on the beach not remembering who he was. John looked at his belongings. John found a car key. John used the car key to find out the car.,0.0,content_diversity,After finding the car John searched it for clues of his identity..,"John searched the car for clues to who he was once he had found it,",John found the car and looked all over for clues as to who he was.,John rifled through the car for clues as to who he was after he found the car.,John found the car and searched for clues to his identity.
test.sa-sb.sa-b::00719,Sam went to his car from the store. He looked for his keys in his pocket. He couldn't find them. He looked around and then looked in the car.,1.0,content_diversity,it was there the whole time,it was still in the key slot,he lost it,he lost his cool,he realize it was in his hand
test.sa-sb.sa-b::00719,Sam went to his car from the store. He looked for his keys in his pocket. He couldn't find them. He looked around and then looked in the car.,0.0,content_diversity,it was in the ignition,it was there in the whole time,the car was never turned off,the key was still inserted,the key was still in the slot
test.sa-sb.sa-b::00720,Cayla is a beautiful girl even though she has a scar on her face. When she was a little girl she was running while wearing slippers. It was during the night and she didn't see the big rock on the ground. Her toe hit the rock and her face went slamming into the ground.,1.0,content_diversity,When she grew up she was delighted to find that men thought her scar made her even more beautiful.,It wasnt expensive to get the plastic surgery to get rid of the scar.,Having the scar got Cayla a part in a movie about a beautiful girl with a scar.,Cayla went through hell at school as other kids teased her about the scar.,Cayla was so obsessed about the scar she never left the house and died alone and isolated.
test.sa-sb.sa-b::00720,Cayla is a beautiful girl even though she has a scar on her face. When she was a little girl she was running while wearing slippers. It was during the night and she didn't see the big rock on the ground. Her toe hit the rock and her face went slamming into the ground.,0.0,content_diversity,When she was older to her surprise it made her more attractive to men.,Later in life her scar seemed to add to her beauty.,Cayla was so beautiful even her scar was attractive.,Cayla liked her scar as it only added to her beauty.,the scar added mystery to her beauty which only made her more adored.
test.sa-sb.sa-b::00721,Randy tells his kids if they massage him all night he will reward them. He tells them he will give them 100 dollars each for doing it. The kids massage their father all night. When the morning comes the kids are excited to be done.,1.0,content_diversity,they got their money,they were so tired and happy,they earn it,randy slept late,their mother prepare dinner
test.sa-sb.sa-b::00721,Randy tells his kids if they massage him all night he will reward them. He tells them he will give them 100 dollars each for doing it. The kids massage their father all night. When the morning comes the kids are excited to be done.,0.0,content_diversity,they receive their money,they were given what they were promised,they got what they were told,they got their well earned $100,the money were given to them
test.sa-sb.sa-b::00722,"It didn't snow often in Alabama, so Ellen didn't expect a blizzard. Her pipes froze over until one of them burst. Because of the blizzard, no one could get out to fix it. Water flooded her basement.",1.0,content_diversity,Ellen sat down and cried because there was nothing she could do about the water.,Ellen couldn't understand why the pipes were insulated enough to withstand it.,Ellen called her insurance company and they said they would send someone out after the blizzard.,Ellen called her ex-boyfriend and asked him if he could help her with water.,Ellen told her mom she's going to move back to an apartment so she wouldn't have to deal with something like this again.
test.sa-sb.sa-b::00722,"It didn't snow often in Alabama, so Ellen didn't expect a blizzard. Her pipes froze over until one of them burst. Because of the blizzard, no one could get out to fix it. Water flooded her basement.",0.0,content_diversity,Ellen's ex-boyfriend told her he would be there to help with the water soon.,Ellen thanked her ex after he said he would be happy to help her.,"When Ellen called her ex, he laughed at her thinking he would come over in a blizzard.",Ellen called several people to help but it was her ex that actually came through for her.,Ellen went to get some snacks ready to offer her ex when he got there to help with the basement.
test.sa-sb.sa-b::00723,I lost my job last winter. I was able to float on savings for a while. I was not able to find work for almost a year. I was forced to move out of my apartment.,1.0,content_diversity,I'm living with my friend now and we're helping each other with expenses.,I am getting better at budgeting and saving for future emergencies now.,Several of my friends have gone through the same financial problems.,I have learned to buy gently used separates and making a nice wardrobe with them.,"My friends and I started a ""once a week get-together"" doing different things, cheaply."
test.sa-sb.sa-b::00723,I lost my job last winter. I was able to float on savings for a while. I was not able to find work for almost a year. I was forced to move out of my apartment.,0.0,content_diversity,"I host a movie night with popcorn, on my once-a-week, for my friends because I own nearly 1,000 movies.",One of my friends loves to make little British tea sandwiches and serves them on her once-a-week.,"My roommate loves to read books so we have a book reading, taking turns, then talk about the book, on her once-a-week.","On her once-a-week, one of my coworkers, who likes to draw, teaches how to draw and paint a cute picture",My roommate's friend likes photography so we all try to take a couple interesting picture and share them on her once-a week.
test.sa-sb.sa-b::00724,"Dan turned 21 and his friends took him out to a bar. There, he had his first beer - and his first shot. But he knew it'd be easy to get a hangover. Dan was careful not to overdo it on his night out.",1.0,content_diversity,he was modest in his drinking,he got drunk anyhow,his friends keep buying him shots,he was not able to drive,he met a cute girl
test.sa-sb.sa-b::00724,"Dan turned 21 and his friends took him out to a bar. There, he had his first beer - and his first shot. But he knew it'd be easy to get a hangover. Dan was careful not to overdo it on his night out.",0.0,content_diversity,he tried to moderate his drinking,he did not drink too much,he drink in moderation,he was drinking with control,he monitor his drinking
test.sa-sb.sa-b::00725,I was at my cousin's house. And I wanted to walk to the mall. I thought I was familiar enough with the area. But I was lost for over an hour.,1.0,content_diversity,I got there eventually though.,I walked and walked and when I finally got there it was shut.,In the end I gave up and went back to my cousins house.,I am glad I didnt give up as when I got there they were giving away burgers!,A police car stopped and asked if I needed helo and they took me back to my cousins house.
test.sa-sb.sa-b::00725,I was at my cousin's house. And I wanted to walk to the mall. I thought I was familiar enough with the area. But I was lost for over an hour.,0.0,content_diversity,I didn't give up and got there eventually.,I got there after awhile because I persisted.,I kept going though and found it in the end.,But I found it eventually.,I found it eventually though.
test.sa-sb.sa-b::00726,Chris is a star runner. Chris has a big race this sunday. He invited all his friends and family to the race. While at the race Chris runs as hard as he can.,1.0,content_diversity,And he won and his family and friends are so happy for him.,And he lost and his friend and family are so sad for him.,Chris falls during the race and breaks his leg.,But his arch rival Kevin just beats him to the finish line but he gave it a good go anyway.,Suddenly a loud siren is heard and everyone runs back into the school for shelter.
test.sa-sb.sa-b::00726,Chris is a star runner. Chris has a big race this sunday. He invited all his friends and family to the race. While at the race Chris runs as hard as he can.,0.0,content_diversity,Chris injures himself badly as he falls in the race.,Chris's leg is badly injured in a bad fall.,A bad fall sends Chris to the ground and he breaks his leg.,Chris breaks his leg in a bad fall during the race.,A bad fall during the race leaves Chris with a broken leg.
test.sa-sb.sa-b::00727,Mary had an online jewelry store that sold many different things. She wanted to make something new and exciting. After a lot of brainstorming she came up with a great idea. Her idea was to paint glass stones with nail polish and make pendants.,1.0,content_diversity,It ended up being a great idea.,Mary loved the idea.,Mary's friends agreed on the good idea,Mary rethought about it later on.,She had some doubts about it the next day.
test.sa-sb.sa-b::00727,Mary had an online jewelry store that sold many different things. She wanted to make something new and exciting. After a lot of brainstorming she came up with a great idea. Her idea was to paint glass stones with nail polish and make pendants.,0.0,content_diversity,Her sales were very high.,She ended up doing it for years.,The pendants went for a high price.,She loved making them for a long time.,Customers loved them.
test.sa-sb.sa-b::00728,Tom was in the war. He got injured and received a purple heart. When he returned home it was meaningless. Nobody really cared other than to feel sorry for him.,1.0,content_diversity,He regretted his life choices.,He wondered if anyone really cared about his effort.,He started to hate the general public.,Many didn't understand him.,He didn't want pity.
test.sa-sb.sa-b::00728,Tom was in the war. He got injured and received a purple heart. When he returned home it was meaningless. Nobody really cared other than to feel sorry for him.,0.0,content_diversity,He wondered if he should have done something else in his life.,He regretted choosing the military.,The purple heart was not worth the pity.,He felt his life was one big mistake.,He accepted that he chose incorrectly.
test.sa-sb.sa-b::00729,"Max was working on a speech for the upcoming school elections. He was running for school Treasurer, but was very nervous about it. He practiced his speech everyday. When election day came, Max gave the speech perfectly.",1.0,content_diversity,He was proud of himself.,Everyone liked the speech.,He won the Treasurer nomination.,He did well on vote count.,His speech won him more votes.
test.sa-sb.sa-b::00729,"Max was working on a speech for the upcoming school elections. He was running for school Treasurer, but was very nervous about it. He practiced his speech everyday. When election day came, Max gave the speech perfectly.",0.0,content_diversity,The speech was well liked.,All viewers enjoyed the speech.,Most felt the speech was very good.,The speech was better then anticipated.,Everyone else felt the speech was great.
test.sa-sb.sa-b::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,1.0,content_diversity,I hope he proves me wrong.,"Then again, maybe he has.",I don't think so at least.,I know him.,I know what he has done.
test.sa-sb.sa-b::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,0.0,content_diversity,If I had to bet at least.,Just my opinion.,My person thoughts on it.,Only my personal vision on it.,I felt that way.
test.sa-sb.sa-b::00731,I had my special cup on my desk. I accidentally bumped it. It fell and rolled over the edge. It hit the husky and bounced off.,1.0,content_diversity,it broke,it was durable,it made a loud sound,I was so nervous,I tried to catch it
test.sa-sb.sa-b::00731,I had my special cup on my desk. I accidentally bumped it. It fell and rolled over the edge. It hit the husky and bounced off.,0.0,content_diversity,it did not break,it was strong,it was not easily broken,it lasted,it was in one piece
test.sa-sb.sa-b::00732,The other day I made some spaghetti sauce. I put peppers and onions in it. My sister couldn't eat the sauce because she doesn't like peppers. I bought her some sauce that didn't have peppers in it.,1.0,content_diversity,she likes it a lot,she said thank you,she devour the spaghetti,we have dessert after,we then have cakes at the end
test.sa-sb.sa-b::00732,The other day I made some spaghetti sauce. I put peppers and onions in it. My sister couldn't eat the sauce because she doesn't like peppers. I bought her some sauce that didn't have peppers in it.,0.0,content_diversity,she inhales the spaghetti,she ate a lot very quickly,she was eating like there is no tomorrow,she ate the spaghetti like a champ,she ate like she was in a eating contest
test.sa-sb.sa-b::00733,Sam was really tired after work. He decided to take a shower. It felt good and comforting. Sam lost track of time.,1.0,content_diversity,He missed his favorite show.,The doorbell rang and he missed the delivery man.,He enjoyed moments like this.,He missed an important call.,Afterward he went to bed and fell asleep.
test.sa-sb.sa-b::00733,Sam was really tired after work. He decided to take a shower. It felt good and comforting. Sam lost track of time.,0.0,content_diversity,He went to bed and fell asleep after he took a shower.,"After his shower, he went to bed and fell asleep.","After he took a shower, he decided to go to bed.",The bed looked more inviting after his shower.,He decided to go to sleep after he took his shower.
test.sa-sb.sa-b::00734,Dan took his car to the drag strip. He decided to race anybody who wanted. Only a motorcycle accepted his challenge. They lined up and went off.,1.0,content_diversity,The motorcycle won the race.,As soon as it hit the first turn the motorcycle skidded off the road.,Dan won but it felt like cheating because he had a car.,The crowd cheered with excitement.,Dan was so embarrassed when his racing car did not start!
test.sa-sb.sa-b::00734,Dan took his car to the drag strip. He decided to race anybody who wanted. Only a motorcycle accepted his challenge. They lined up and went off.,0.0,content_diversity,Dan felt humiliated because his engine wouldn't turn on.,When Dan realized that his car would not get started up he felt so ashamed.,He was shamefaced upon learning that his car was not going to start up.,"He turned the key to start the engine and nothing happened, leaving Dan humiliated.",He felt shame when he tried to rev the engine up and it would not start.
test.sa-sb.sa-b::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",1.0,content_diversity,My motor scooter still wouldn't start because the starter went out.,I ended having to take my scooter to a repair shop.,I always seem to have trouble with this scooter.,"I'm thinking about selling the scooter because I don't know how to work on it, myself.",I put the scooter in the garage because I'm tired of messing with it.
test.sa-sb.sa-b::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",0.0,content_diversity,The guy at the repair shop told me the engine needed rebuilding.,"I was lucky to find out it was just my battery, according to the repair guy.",I had to leave my scooter at the shop overnight so I still don't know what's wrong with it.,The repair guy said I should think about getting a new scooter because the repairs might be costly.,I told the repair guy I couldn't afford to pay much for repairs and he said it shouldn't be too much.
test.sa-sb.sa-b::00736,Sarah was going to visit her friends in another state. She packed all her things for the trip in the car and set off. She drove for 12 hours before she arrived at her destination. Sarah was thrilled to see her friends again.,1.0,content_diversity,It was worth the effort.,All her friends were happy to see her.,Sarah's friend liked the reunion.,The hours of travel made it all worth it.,She hoped the time involved was going to be worth it.
test.sa-sb.sa-b::00736,Sarah was going to visit her friends in another state. She packed all her things for the trip in the car and set off. She drove for 12 hours before she arrived at her destination. Sarah was thrilled to see her friends again.,0.0,content_diversity,Everyone was happy to see each other.,Her friends loved the effort to reunite.,All of the friends were smiling when she arrived.,Her friends were very glad she came.,The day was joyful for everyone.
test.sa-sb.sa-b::00737,John did not do his homework in many of his classes. He failed his classes in the following report card. His parents punished him. He went to therapy.,1.0,content_diversity,he never recover,he was really sad,he finally recover,he resent his parents,he tries harder after
test.sa-sb.sa-b::00737,John did not do his homework in many of his classes. He failed his classes in the following report card. His parents punished him. He went to therapy.,0.0,content_diversity,he is never the same,he is never back to normal,he could not became the happy child he was,he has not been the same person,his recovery was never complete
test.sa-sb.sa-b::00738,James wanted to go swimming. He made plans with friends. Unfortunately it started to rain. Most of his friends cancelled.,1.0,content_diversity,he himself still go,he decide to skip it,he was dissapointed,they play video games instead,they went to eat instead
test.sa-sb.sa-b::00738,James wanted to go swimming. He made plans with friends. Unfortunately it started to rain. Most of his friends cancelled.,0.0,content_diversity,he swim anyway,he still swims,he swim by himself,he decide to continue with his plan,he swims without his friends
test.sa-sb.sa-b::00739,Sam went out drinking. He tried to drive home. He couldn't find his keys. He had to call a taxi.,1.0,content_diversity,it was expensive,he left his car at the bar,no taxi was available so he ended up with an uber,he got home safely,he was hungry when he got home
test.sa-sb.sa-b::00739,Sam went out drinking. He tried to drive home. He couldn't find his keys. He had to call a taxi.,0.0,content_diversity,he left his car there,he let the car stay at the bar,he park the car at the bar,he let the car in the parking lot,his car stay at the bar
test.sa-sb.sa-b::00740,Vintra went to the lake to fish. She has been going there since she was a little girl. She had her own secret spot. She arrived to see her girlfriend there.,1.0,content_diversity,She couldn't believe it.,She wondered why she was there.,She told her to meet her there.,She had a great time with her.,It was a surprise.
test.sa-sb.sa-b::00740,Vintra went to the lake to fish. She has been going there since she was a little girl. She had her own secret spot. She arrived to see her girlfriend there.,0.0,content_diversity,She asked her to join her at that spot.,She was the only one she has ever told.,The spot was the location to meet for their outing.,Her girlfriend accepted her offer.,It was the planned meeting spot.
test.sa-sb.sa-b::00741,Harry found out his child was bullied. His child asked him to beat the bully up. Harry could not do that but he said he would do something else. He said he would go to the principal and ask them to suspend the boy.,1.0,content_diversity,They agreed.,They said they needed to see evidence.,The principal decide to do just that.,The principal wanted to talk with the bully.,The bully was soon suspended.
test.sa-sb.sa-b::00741,Harry found out his child was bullied. His child asked him to beat the bully up. Harry could not do that but he said he would do something else. He said he would go to the principal and ask them to suspend the boy.,0.0,content_diversity,The principle suspended him immediately.,The bully was talked to and suspended.,The suspension didn't take long to execute.,The bully was soon talked to by the principal.,The suspended bully regretted his decisions.
test.sa-sb.sa-b::00742,Edgar was typing the last half his novel. He had been working on it on and off for a few years. Writing a novel was bigger challenge than he had thought. Edgar was happy with how it was wrapping up.,1.0,content_diversity,he can see the end,he likes writing this one,he spent much time on it,he likes the ending progress,he likes how his story is going
test.sa-sb.sa-b::00742,Edgar was typing the last half his novel. He had been working on it on and off for a few years. Writing a novel was bigger challenge than he had thought. Edgar was happy with how it was wrapping up.,0.0,content_diversity,he sees the endzone now,he can see the finish line,he is approaching the finish line,he see the finish line,he can almost reach the end
test.sa-sb.sa-b::00743,Donald is on a bus ride with his baseball team. They are on their way to a game an hour away. About 30 minutes into the ride the bus stops. The bus begins smoking and everyone is ordered out.,1.0,content_diversity,A lot of people were angry.,The bus never had this problem before.,Quite a few people were late that day.,The game had to be delayed.,The players knew their game was going to be cancelled.
test.sa-sb.sa-b::00743,Donald is on a bus ride with his baseball team. They are on their way to a game an hour away. About 30 minutes into the ride the bus stops. The bus begins smoking and everyone is ordered out.,0.0,content_diversity,The game was probably going to be delayed to another day.,The game might start later in the day.,No one wanted to game postponed.,The players felt it was best to delay it.,The bus problem caused the game to be postponed to another week.
test.sa-sb.sa-b::00744,Tim always loved reading and writing. He decided to try and write a book. It took him a long time. Not many people read it.,1.0,content_diversity,It was not that good.,The people that read it loved it.,It was harder then he thought.,The book writing was more difficult then he thought.,He was happy to be done.
test.sa-sb.sa-b::00744,Tim always loved reading and writing. He decided to try and write a book. It took him a long time. Not many people read it.,0.0,content_diversity,Writing a book was difficult.,The effort for the book was immense.,The book creation was more taxing then he wanted.,"He thought is was going to be easy, it wasn't.","After writing the book, he realized how hard it was."
test.sa-sb.sa-b::00745,Brett got new shoes today. His old ones had a hole in them. He really does not like his new shoes. Brett wanted his old shoes back.,1.0,content_diversity,Brett went outside and dug his old shoes out of the trash can.,He decided to return the shoes and find different ones.,Brett then went online and found the exact same shoes he had before and ordered new ones.,After wearing the new shoes for a few days they grew on him.,He wished he had not been so hasty to get rid of the old ones.
test.sa-sb.sa-b::00745,Brett got new shoes today. His old ones had a hole in them. He really does not like his new shoes. Brett wanted his old shoes back.,0.0,content_diversity,He started to like the new shoes more after wearing them a bit.,When he actually kept wearing the shoes for several days he began to feel better about them.,The new shoes felt much better after he broke them in for three or so days.,Brett started thinking the new shoes might not be so bad after he had worn them awhile.,Once he had worn the shoes for about three or four days he changed his mind about them.
test.sa-sb.sa-b::00746,The woman turned up the heater. It got up to seventy two degrees. The man was sweating. He checked the heater.,1.0,content_diversity,The man told the woman that their heating bill would skyrocket if she kept turning it up.,The woman was not feeling well and the heat felt good to her.,The man secretly turned down the heat because it was way too hot.,The man and the woman began arguing about the heat.,The woman got up and turned down the heat when she put on her sweater.
test.sa-sb.sa-b::00746,The woman turned up the heater. It got up to seventy two degrees. The man was sweating. He checked the heater.,0.0,content_diversity,The man told the woman they wouldn't be able to pay their bill when it came.,The woman told the man she wasn't going to freeze for him.,The man told the woman she needed to get a blanket because it was too hot.,"The woman told the man if he was hot, to go outside but he better not touch the heat.",The man told the woman that she was insane if she was still cold at 72 degrees.
test.sa-sb.sa-b::00747,"There was a little boy named Bryan who wanted his own pumpkin badly. He saved and saved for when the pumpkin patch would open. Bryan even did extra chores for his mother so he would have enough. Finally after weeks of saving, the pumpkin patch was open.",1.0,content_diversity,Bryan felt his money was well spent.,He was disappointed in the end.,The patch had less pumpkins then he thought.,He decide to buy several pumpkins.,He found the perfect pumpkin in the end.
test.sa-sb.sa-b::00747,"There was a little boy named Bryan who wanted his own pumpkin badly. He saved and saved for when the pumpkin patch would open. Bryan even did extra chores for his mother so he would have enough. Finally after weeks of saving, the pumpkin patch was open.",0.0,content_diversity,He used all his money on pumpkins.,He had the best halloween ever.,The pumpkin patch was his best times ever.,He was glad on his purchases.,The pumpkin patch let him enjoy the season.
test.sa-sb.sa-b::00748,"Charlie was told not to talk to strangers. However, he was thrilled to meet new people. He went to the store to talk to as many strangers as possible. He made a new friend and got in the car with the stranger.",1.0,content_diversity,they went drinking,they became friends,the stranger was a girl,he had a great time,he decides to do this more often
test.sa-sb.sa-b::00748,"Charlie was told not to talk to strangers. However, he was thrilled to meet new people. He went to the store to talk to as many strangers as possible. He made a new friend and got in the car with the stranger.",0.0,content_diversity,they are friends now,they form a friendship,they made new friends with each other,they became each other friends,they are friends after
test.sa-sb.sa-b::00749,I went out to get a milkshake today. I went to my favorite ice cream shop to get one. When I got there I found out that milkshakes were very expensive. So I decided to get a cone instead.,1.0,content_diversity,The cone was delicious,THe cone was disappointing,"In contrast, the cone was very cheap","The cone was also expensive, but not as bad","It was ok, but not the same as a milkshake"
test.sa-sb.sa-b::00749,I went out to get a milkshake today. I went to my favorite ice cream shop to get one. When I got there I found out that milkshakes were very expensive. So I decided to get a cone instead.,0.0,content_diversity,I enjoyed the cone,The cone was worth it,"It was a good choice, I loved the choice","Turned out to be good, it was a yummy cone",The ice cream cone was satisfactory
