sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.sa-sb.sa-b::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",1.0,content_diversity,My motor scooter still wouldn't start because the starter went out.,I ended having to take my scooter to a repair shop.,I always seem to have trouble with this scooter.,"I'm thinking about selling the scooter because I don't know how to work on it, myself.",I put the scooter in the garage because I'm tired of messing with it.,3.722,0.583,-0.049,0.941,-0.412,2.236,0.447,4.934,0.987,-0.471,48.210,0.643
test.sa-sb.sa-b::00739,Sam went out drinking. He tried to drive home. He couldn't find his keys. He had to call a taxi.,1.0,content_diversity,it was expensive,he left his car at the bar,no taxi was available so he ended up with an uber,he got home safely,he was hungry when he got home,4.000,0.667,-0.057,0.926,-0.230,2.274,0.455,4.996,0.999,-0.194,23.557,0.736
test.sa-sb.sa-b::00749,I went out to get a milkshake today. I went to my favorite ice cream shop to get one. When I got there I found out that milkshakes were very expensive. So I decided to get a cone instead.,1.0,content_diversity,The cone was delicious,THe cone was disappointing,"In contrast, the cone was very cheap","The cone was also expensive, but not as bad","It was ok, but not the same as a milkshake",3.833,0.577,-0.105,0.887,-0.245,2.594,0.519,4.827,0.965,-0.426,19.013,0.514
test.sa-sb.sa-b::00751,Tom was invited to a party. He wasn't much of a beer drinker. He got whatever he saw on sale. Everyone at the party was a bit disappointed.,0.0,content_diversity,Tom was so drunk he didnt care!,Tom had far too much to drink and couldn't rmemeber any criticism anyway.,Tom was so drunk and happy he didn't realise what people thought anyway.,Tom got drunk and was unaware people thought he was cheap.,After so much drink Tom didn't care anyway.,2.167,0.471,-0.085,0.879,-0.306,2.722,0.544,4.441,0.888,-0.686,38.482,0.611
test.sa-sb.sa-b::00759,Jake was at the bar one night. He decided to smoke but only had one cigarette left. He also had to go outside into the snow. Once outside his cigarette fell into the snow.,0.0,content_diversity,he stops,he chose to stop,he think it was time to stop smoking,he make the decision to stop the smoking,he decide it was a good idea to not smoke,1.667,0.471,-0.083,0.897,-0.380,1.999,0.400,4.704,0.941,-0.611,20.711,0.647
test.sa-sb.sa-b::00767,Kate and her friends drove all the way to Las Vegas. But they didn't like their hotel. So they decided to look online. They sat in the car looking on their phones for a better deal.,1.0,content_diversity,They found some good deals quickly.,The right one was found.,Cheaper and better housing was found.,They decided on a better deal.,The hotel was right next to the entertainment.,2.833,0.667,-0.038,0.941,-0.269,2.850,0.570,4.999,1.000,-0.334,16.350,0.454
test.sa-sb.sa-b::00768,"Abby was invited to a girl's trip to Seattle with her friends. Abby accepted the invitation, and were on their way to Seattle. After checking in the hotel, Abby fell straight asleep. When Abby awoke, her friends had returned from their night out.",0.0,content_diversity,she was hungry,abby felt hungry,abby stomach was growling,abby feel hunger in her stomach,abby can hear her stomach growling,1.500,0.408,-0.062,0.906,-0.423,2.738,0.548,4.633,0.927,-0.773,14.328,0.651
test.sa-sb.sa-b::00771,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,1.0,content_diversity,they broke up,they decide on a break,they decide to find someone else,they think it was time for a new relationship,they look for someone new,2.278,0.786,-0.060,0.927,-0.322,1.698,0.340,4.998,1.000,-0.367,14.362,0.513
test.sa-sb.sa-b::00771,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,0.0,content_diversity,they split up,they went their separate way,they end it,they end their relationship,their relationship was over,1.833,0.471,-0.073,0.898,-0.360,1.640,0.328,4.755,0.951,-0.672,12.977,0.683
test.sa-sb.sa::00355,Jane need to get something from the store. But she was late for an appointment. She grabbed her things quickly and headed to checkout. She thought it would be quick.,1.0,content_diversity,There was only one register open and there were six people in line.,The cash register ran out of receipt paper and the cashier had to call the manager to fix it.,There was one lady in line who saw she was in a hurry and let Jane go in front of her.,"The line was too long, so Jane hid the items in her coat and left the store without paying.",She got through the line just in time to make it to her appointment.,4.562,0.464,-0.053,0.925,-0.271,3.126,0.625,4.911,0.982,-0.402,63.496,0.690
test.sa-sb.sa::00358,Teddy had a passion. He had a passion to change his country for better. So he ran for president. Teddy told the american people what they wanted to hear.,0.0,content_diversity,"Despite the negative campaign ads, he was elected to be president.",People voted all over the country in great numbers to successfully get him elected.,He was surprised to win the presidency in a landslide victory.,His win was larger than any other president preceding him.,The other candidates were surprised at the astounding victory he had.,3.167,0.782,-0.037,0.944,-0.293,3.037,0.607,4.522,0.904,-0.586,39.934,0.634
test.sa-sb.sa::00371,The man put on his watch. His watch was not running. He took his watch off. He shook the watch.,0.0,content_diversity,The man was shocked when the watch came open and gears came out.,The man didn't even realize the watch had gears until they fell out of the now open watch.,The watch clearly needed repair after gears came tumbling out.,Surprisingly the watch sprang open and gears flew out.,The man tried to catch the gears as they fell out of the watch.,1.944,0.724,-0.128,0.835,-0.471,2.291,0.458,4.957,0.991,-0.693,42.561,0.599
test.sa-sb.sa::00372,"I bought a little stuffed giraffe. He was adorable, and I admired him in the checkout lane. I took him home to show my little girl. She fell in love with him on first sight.",1.0,content_diversity,She snuggled in bed with the little giraffe that night.,She takes him with her to daycare every day now.,She reads him stories before bed.,"Now, we have an extra chair at the table for the little giraffe.","Now, when she has to stay away from home, she feels comfortable having her little giraffe.",4.111,0.698,-0.040,0.929,-0.290,2.341,0.468,4.961,0.992,-0.293,38.922,0.617
test.sa-sb.sa::00375,Kate was cleaning the house. She had just mopped the floor. Her son came running through the room. He slipped on the wet floor.,0.0,content_diversity,The boy cried when he fell because he felt something snap.,The boy fell and when he used his arm to steady himself he broke it.,The boy broke his arm when he tried to grab the table next to him as he slipped.,Kate's son had a bone disease and slipping mildly caused his arm to break.,He fell while attempting a handstand after slipping.,3.222,0.478,-0.065,0.901,-0.377,2.654,0.531,4.946,0.989,-0.644,46.068,0.631
test.sa-sb.sa::00378,Ken is a cook. While at work Ken begins cooking meals. While cooking a customer notices Ken spitting in their food. They complain to the manger.,1.0,content_diversity,Ken is fired without an explanation.,The manager asks Ken about the situation.,The customer was an enemy of Ken and was trying to get him in trouble.,"Ken explains that it might have looked like he was spitting, but he wasn't.",The manager doesn't believe the customer because the customer cannot see the kitchen.,4.250,0.500,-0.032,0.937,-0.326,3.129,0.626,4.956,0.991,-0.344,37.474,0.577
test.sa-sb.sa::00380,Jerry was going on a blind date. He told his friend to call him with an emergency to get out of it. His friend called at the right time. Jerry played along.,1.0,content_diversity,He had second thoughts about it because the date was all of a sudden going better than he expected.,He felt guilty because he was being deceptive.,His date suspected he was trying to get out of the situation and walked out.,"He told his date that his friend had an emergency, paid and left.",Then Jerry confessed to his date that he way lying.,4.222,0.629,-0.048,0.925,-0.304,2.474,0.495,4.971,0.994,-0.310,49.263,0.694
test.sa-sb.sa::00381,"My brother decided to use the bathroom. The whole bathroom had a bad odor after he was finished. The smell diffused throughout the house. When I noticed the smell, I opened all of the house windows.",0.0,content_diversity,I thought there was something wrong with the plumbing.,I checked the pipes in the bathroom,I looked for water leaks near the bathroom.,I sniffed the air to find the possible source of the leak.,I wondered where to start looking for the burst pipe.,3.000,0.707,-0.073,0.934,-0.435,2.103,0.421,4.743,0.949,-0.556,31.372,0.628
test.sa-sb.sa::00382,"Barry recently visited The British Virgin Islands. While there, Barry took a trip to a small island named Virgin Gorda. Barry was amazed with the beautiful beaches, and a rock formation. The rock formation was called The Baths.",0.0,content_diversity,Barry shared the experience with others by making a movie there.,Barry wanted to remember so he mad a video.,Barry worked for National Geographic and made a video of the area.,Barry decided to start a youTube type channel about the Baths and filmed it.,Barry was afraid he'd forget about it so filmed the whole thing.,2.667,0.624,-0.052,0.938,-0.362,2.643,0.529,4.948,0.990,-0.500,36.637,0.564
test.sa-sb.sa::00389,Kate needed to buy a laptop to work while out of town. She searched online and found one that had free shipping. She shipped it out of town so it would be there when she arrived. The shipping estimate was the same day as her arrival date.,1.0,content_diversity,The package arrive on time and in good condition just as Kate arrived from her trip.,Kate discovered that the package was delivered several days ago before she arrived and was left under the rain.,Kate arrived and learned that the package did not arrive yet.,Kate went home and waited for the laptop to be delivered and realized that she hasn't completed the transaction yet.,Kate went home and found her package but the content was not what she ordered online.,4.167,0.707,-0.085,0.892,-0.345,2.653,0.531,4.974,0.995,-0.518,58.185,0.654
test.sa-sb.sa::00391,"In 1996, my sister-in-law's son overdosed on drugs. She got him into rehab. After a few days he denied having a drug problem, and left. In 2013, he overdosed and died suddenly.",0.0,content_diversity,"Knowing she could've done more to rehabilitate him, my sister-in-law blamed herself for his death.",My sister-in-law felt responsible for letting him out of rehab which led to him spiraling back to addiction and death.,My sister-in-law believed she is blame-worthy not trying harder to keep him in rehab.,My sister-in-law knew she should be blamed for the death of her son.,"Feeling that she allowed him to get out of rehab, my sister-in-law said she indirectly killed her own son.",2.312,0.747,-0.066,0.918,-0.491,2.906,0.581,4.857,0.971,-0.591,62.031,0.554
test.sa-sb.sa::00405,"Jamie went to the shed to get his beach chairs. There were ants crawling all over the shed. He immediately left and went to the hardware store. There, he bought ant block, as well as ant bait.",0.0,content_diversity,Jamie was worried the ants would suffer so he watched to see what happened.,Jamie was bored so he stayed to watch the ants.,Jamie followed the worker ants back to the queens nest.,Jamie started to worry about the ants as he stood and watched.,The ants swarmed Jamie as he stood watching.,3.778,0.629,-0.098,0.886,-0.413,2.561,0.512,4.956,0.991,-0.524,35.837,0.608
test.sa-sb.sa::00409,I went to the doctor the other day. I had to go see the doctor for a routine checkup. The wait to see the doctor was very long. When I saw the doctor I complained about the wait time.,1.0,content_diversity,The doctor apologized and said they were short staff that day.,I decided to find a new doctor.,The doctor suggested that I could see the nurse practitioner in the future for shorter waits.,"The doctor noticed that I had a small lump, so I was thankful I had waited.","When I left the office, I left a bad review on their website.",4.889,0.208,-0.050,0.922,-0.335,2.869,0.574,4.984,0.997,-0.289,43.887,0.628
test.sa-sb.sa::00414,Jane had broken her first pair of glasses. And now she had to tell her mother. She was sure to be upset. After telling her mom Jane braced herself for the yelling.,1.0,content_diversity,Her mother surprised her by being understanding and offering to take her to get new ones.,Her mother grounded her and said she'd have to give up her allowance.,Her mother said Jane would have to get a part time job to pay for glasses.,"Her mother said, ""Wait until your Father hears about this"" and left.",Jane began crying and begged for forgiveness.,4.389,0.614,-0.058,0.917,-0.294,2.609,0.522,4.866,0.973,-0.363,46.327,0.626
test.sa-sb.sa::00418,Ken hated airplanes. He was deathly afraid of flying. One day he had to fly to meet relatives. He took medicine to calm his nerves.,0.0,content_diversity,He missed out on meeting his relatives because the medicine didn't help at calming his fears.,He ended up missing the flight because his fear overpowered the medication.,"His relatives were disappointed because he couldn't make himself get on the plane, even with medication.",His fear was extreme and he wasn't able to make the trip because the medication didn't work for him.,Apparently he needed a stronger medication because he was still unable to make the trip.,2.222,0.885,-0.075,0.900,-0.445,2.766,0.553,4.861,0.972,-0.729,54.501,0.592
test.sa-sb.sa::00420,Justin is with his friend Bill looking for clubs. Justin is tired from trying to find clubs. Bill keeps trying to find the hottest club in town. They eventually give up and waste their whole night on nothing.,0.0,content_diversity,Bill and justin head home to party there instead,They both go home to drink and listen to music,Justin suggest to bill to pick up some beer and drink at home instead,"Instead of looking for any more clubs, they decide to party at home",They both give up the search and decide to turn their house into a club,2.722,0.853,-0.070,0.917,-0.273,3.071,0.614,4.951,0.990,-0.540,46.860,0.756
test.sa-sb.sa::00421,"Abby recently learned of a reading challenge. In order to win the challenge, Abby had to read 25 books. In addition, Abby had to hand in a one page report on each book. Abby knew the challenge would be hard, but she could do it.",1.0,content_diversity,She decided to start by reading 30 pages a day.,She decided to read a new book each week.,She marked her calendar with a plan for finishing the books.,She worked really hard to read all of the books and won the challenge.,Abby won the challenge and accepted a gift card as her prize.,3.500,1.035,-0.063,0.903,-0.403,2.260,0.452,4.954,0.991,-0.399,38.943,0.638
test.sa-sb.sa::00439,Don never knew how to cook. He just recently started living on his own. He tried to cook dinner for the first time. He did better than he expected.,1.0,content_diversity,He decided to host a dinner party for his friends.,He decided to start trying some more difficult recipes.,Don decided to go to the grocery store to buy ingredients to make dinner for the rest of the week.,He brought leftovers to work the next day and his coworkers were very impressed.,Don decided to look up some more recipes on the internet.,4.000,0.829,-0.081,0.900,-0.379,1.905,0.381,4.681,0.936,-0.412,44.943,0.651
test.sa-sb.sa::00441,He woke up very angry this morning. He went to the bathroom and started complaining. He came out and yelled at me about things. He sat down at his computer and worked.,0.0,content_diversity,What kind of an example is this to our children?,He has no right to act this way in front of the children.,No child should have to see their father acting like this.,I want to take the kids away so they don't have to see this behavior.,He needs to stop acting like this in front of our children.,2.500,0.782,-0.076,0.898,-0.326,2.427,0.485,4.712,0.942,-0.501,43.700,0.643
test.sa-sb.sa::00448,"I've always hated math. It was something I never understood. In math class, I always failed miserably. One day I decided to hang out with friends that liked math.",0.0,content_diversity,One of the guys was really likeable.,We started hanging out at school and at home.,We became close like brothers.,It turned out we had a lot in common.,I had never had a best friend before this.,2.750,0.804,-0.013,0.963,-0.251,2.888,0.578,4.832,0.966,-0.407,23.945,0.544
test.sa-sb.sa::00246,It was a really hot day and Jamie wanted something sweet. Seeing a cute ice cream shop nearby she decided to go in. While waiting she noticed two children who looked very sad. She soon realized they had no money.,1.0,content_diversity,Jamie wondered where the parents of the kids were,Jamie asked the kids if they wanted an ice cream,Jamie decided to buy ice cream for the kids,Jamie called the police as the kids were alone.,Jamie dropped a 10 dollar bill on the ground and pointed it out to the kids,4.056,0.643,-0.115,0.899,-0.349,1.803,0.361,4.934,0.987,-0.409,32.710,0.606
test.sa-sb.sa::00248,Will was buying groceries. He got a cart full of things. After waiting in line he was finally checked out. When it came time to pay Will realized he forgot his wallet.,1.0,content_diversity,Will got embarrassed and returned everything in his cart to where it belonged since he cannot pay for it.,Will called his roommate and asked him if he can bring the wallet to him so he can pay for the groceries.,Will got annoyed and just left the cart full of things at some part at the grocery store.,"Will's good friend saw him having problem at the counter and helped pay him pay for the groceries, telling Will to pay him back once he got his wallet back.",Will ask the staff if he can leave the cart for a while as he will be paying for them after he got his wallet from his apartment.,4.167,0.745,-0.082,0.878,-0.274,2.483,0.497,4.938,0.988,-0.496,77.112,0.617
test.sa-sb.sa::00253,"Every time I see fruit salad, it reminds me of camping. My cousin Louise always made fruit salad and pimento cheese. Everyone ate sandwiches and salad for lunch while we camped. We all loved her fruit salad and cheese.",1.0,content_diversity,I called my cousin Louise and ask her to make her famous fruit salad and cheese.,"Remembering our camping days, I craved fruit salad that I immediately get my keys and head out to buy a fruit salad.",I decided to look for a fruit salad and cheese recipe online so I can make one.,I became hungry because I kept thinking of fruit salad but I don't have the ingredients so I ordered pizza instead.,I decided to call my cousin and friends to plan for another camping trip.,4.167,0.707,-0.100,0.881,-0.286,2.672,0.534,4.949,0.990,-0.436,63.078,0.644
test.sa-sb.sa::00254,Will had a lovely girlfriend. She had a wild younger sister. One night the little sister started flirting with Will. Will told her he was flattered but not interested.,1.0,content_diversity,Wills girlfriend and her sister got in a huge fight about her flirting.,The little sister got mad at Will and left the house.,Will thought twice about flirting back with the little sister.,The older sister thought about why her sister was behaving that way.,Will and his girlfriend left the room and sat watching TV.,4.222,0.533,-0.062,0.904,-0.355,2.843,0.569,4.995,0.999,-0.389,40.234,0.649
test.sa-sb.sa::00260,Ron is having a cook out with the family. Ron is wearing his favorite shirt to impress everyone. While preparing his hot dog Ron spills some mustard on his shirt. Ron gets upset and rushes inside to clean his shirt.,0.0,content_diversity,Ron rips the shirt while trying to get the stain out,The shirt rips because Ron scrubbed it too hard,Ron puts a hole in the shirt,Ron was so rough cleaning the shirt that it ripped,The mustard was tough to come out and the shirt ripped,1.889,0.458,-0.078,0.911,-0.338,2.901,0.580,4.368,0.874,-0.586,33.889,0.706
test.sa-sb.sa::00261,Larry was always late for work. He had been warned several times. One day there was a traffic accident and he couldn't make it in time. He called in but his boss told him he was fired.,1.0,content_diversity,"That's when Larry decided that he was going to go into business for himself, and wound up creating a mulimillion dollar company","Then Larry decided to start a business for himself, which failed miserably. His work history showed large gaps and it was hard to get employment","Larry wound up pulling over, and killing himself that day",Larry wound up selling all his posessions and travelling instead of dealing with working another job,"Larry decided to go to the zoo that day, before he went home and told his wife the bad news.",4.389,0.458,-0.066,0.910,-0.227,2.732,0.455,4.685,0.937,-0.424,65.926,0.653
test.sa-sb.sa::00261,Larry was always late for work. He had been warned several times. One day there was a traffic accident and he couldn't make it in time. He called in but his boss told him he was fired.,0.0,content_diversity,That business today is the reason that we have mops.,Larry was later ousted from the company by the board because he could never meet deadlines.,Larry's wife took over the business shortly after he founded it. His wife is the reason the business is successful.,"Larry wound up selling the company shortly after founding it, before it was ever profitable.","Larry is now travelling the world, and occasionally gets a phone call regarding his business, but mostly just enjoys a life of passive income.",4.444,0.598,-0.049,0.931,-0.283,2.119,0.353,4.764,0.953,-0.326,59.367,0.618
test.sa-sb.sa::00266,I went out for dinner the other night with some friends. We all met up at my favorite restaurant. I was happy to eat with all of them. Some friends showed up that I haven't seen in years.,1.0,content_diversity,We had a great evening catching up with each other's lives.,Some of my old friends really have changed their world views completely.,We were happy at dinner and our happiness spread throughout the restaurant.,We were finishing up desert after a really nice dinner when a fistfight breaks out between 2 of my old friends.,The evening was progressing along great until one of my old friends had one drink too many!,4.556,0.497,-0.056,0.905,-0.246,2.436,0.487,4.964,0.993,-0.346,54.498,0.681
test.sa-sb.sa::00280,Rita fell out of the tree. She broke her arm in two places. The doctor put her arm in a cast. It is purple and looks really neat.,1.0,content_diversity,Her arm healed in record time and the cast was off in 5 weeks.,Her arm became infected and the cast had to be removed to treat her.,Rita's arm was painful and it was impossible for Rita to sleep.,Rita's cast made her so popular everyone in her class insisted on signing it.,Rita's purple cast dyed her skin purple and made her seem freakish.,4.611,0.393,-0.054,0.908,-0.289,3.093,0.619,4.936,0.987,-0.269,47.729,0.620
test.sa-sb.sa::00283,"I am starting on my third marriage. I am very worried about how it will work out. Until now, I never felt love for the men I was married to. Now that I do love one, he is not very kind.",0.0,content_diversity,"I think it may be a problem with me, after so many failed marriages.",I'm beginning to think my divorces were all my fault.,"Could I be at fault, after so many failed relationships?",I have to think seriously about how much of my bad marriages were my fault.,"I never considered it, but I may have to take some of the blame for my divorces.",2.278,0.820,-0.066,0.893,-0.430,2.683,0.537,4.720,0.944,-0.665,48.507,0.638
test.sa-sb.sa::00284,Sam loved trick or treating. He would walk everywhere getting candy. By the time he was done he had a huge bag full. Sam treasured the bag.,1.0,content_diversity,"He went home with all of his candies in his bag, feeling proud.",Sam gave his candies to the other kids who didn't get as much candies since he only cared for the fun of carrying his trick-or-treating bag.,Sam ate all of his candies so he suffered from toothache the following day.,Sam cried as he tripped and spilled his candies all over the street.,Sam left the bag by his bedside table near the window the following day so most of the candies melted in the bag.,4.667,0.333,-0.095,0.890,-0.332,2.173,0.435,4.881,0.976,-0.423,60.712,0.601
test.sa-sb.sa::00286,"Jay was playing in a baseball game. He was standing on second base, ready to run. Jay ran and slid to the base. His arm got caught and he broke it.",0.0,content_diversity,Jay was sad because it was his senior year and he would have to miss the rest of his season.,"Because of the extent of the injury, Jay was unable to play baseball for the rest of the season.","Jay had to stay in a cast for 6 weeks, which sadly caused him to have to miss the rest of the baseball season.","The injury required that Jay wear a cast for several weeks, ending the baseball season early for him.",Jay cried when he found out that he would have to miss the rest of the season.,2.222,0.786,-0.175,0.763,-0.427,2.717,0.543,4.421,0.884,-0.717,65.305,0.616
test.sa-sb.sa::00291,"Emily made a reservation for 5 at a brand new restaurant. Everyone met at the restaurant at 8:00. We ordered lots of wine and lots of food and everything was delicious. When we were finished, the chef came out and thanked us for coming.",1.0,content_diversity,The chef gave us coupons for the next time we come back.,We ended the night by going to Emily's house for a games.,We called a taxi for a ride home.,"My friend, Tom, realized that he had gone to high school with the chef.",We made plans to come back the following month.,4.611,0.809,-0.040,0.941,-0.257,2.525,0.505,4.993,0.999,-0.241,39.136,0.612
test.sa-sb.sa::00310,Elroy was printing out papers for his presentation. Halfway through it his printer stopped working. It said it needed yellow ink even though the prints were in black. Elroy was really upset and threw the printer against the wall.,0.0,content_diversity,People thought this was scary behavior and his boss said he had to let him go.,This was just too much for his coworkers so management terminated his employment.,"Some in the office said he seemed crazed, he soon lost that job.",It was kind of shocking to folks so he was given the axe.,The scene caused fear and discomfort and resulted him being laid off.,2.389,0.698,-0.026,0.952,-0.331,2.717,0.543,4.599,0.920,-0.584,46.203,0.633
test.sa-sb.sa::00327,Kate slept on a couch in a suite in Las Vegas. There weren't enough beds for everyone. Kate was always stiff after a night of sleeping on a couch. However today she only had a slightly stiff neck.,1.0,content_diversity,She was thankful for the extra pillows that she used.,She decided to skip yoga that morning.,She offered to take another night on the couch instead of trading.,She attributed the difference to the CBD she took the night before.,She was ready to sight see.,4.111,0.737,-0.055,0.931,-0.314,2.540,0.508,4.978,0.996,-0.162,34.322,0.660
test.sa-sb.sa::00327,Kate slept on a couch in a suite in Las Vegas. There weren't enough beds for everyone. Kate was always stiff after a night of sleeping on a couch. However today she only had a slightly stiff neck.,0.0,content_diversity,She decided she didn't need to stretch.,She slept in a little later and didn't go to yoga.,"Since yoga wasn't neccessary, she slept in.",She was thankful to skip yoga and have some extra time to get ready.,She wouldn't need yoga to fix her stiffness.,2.278,0.671,-0.058,0.927,-0.315,2.574,0.515,4.875,0.975,-0.497,39.435,0.646
test.sa-sb.sa::00330,A little baby boy named James was just starting to walk. He loved learning to walk so much that he would giggle as he stood. Sometimes James would even try to chase his mommy as he played. One time though James fell because he got too excited as he walked.,1.0,content_diversity,James learned a valuble lesson that day,James had to be rushed to a nearby hospital,The mommy vowed to keep james as safe as possible from now on,This was one of many misfortunes to befall james that day,James was upset for a while untill his mommy took him out for icecream,4.167,0.782,-0.031,0.944,-0.133,2.856,0.571,4.997,0.999,-0.290,38.634,0.716
test.sa-sb.sa::00337,Ken loved his favorite comedy. He excitedly showed it to his girlfriend. She watched it all the way through without laughing. Ken nervously asked if she liked it.,0.0,content_diversity,Sadly she said she didn't care for it.,Ken's girlfriend thought it was the worst thing she'd ever seen.,His girlfriend uncomfortably told him she didn't like it.,Ken was disappointed when she said she wanted to watch something else.,"She said it wasn't funny, much to Ken's dismay.",2.778,1.003,-0.052,0.924,-0.350,3.380,0.676,4.855,0.971,-0.535,37.629,0.562
test.sa-sb.sa::00339,"Corina enjoyed painting. She needed a new set of paintbrushes. Corina's birthday was coming up. For her birthday, her parents bought her a new set of brushes.",0.0,content_diversity,Corina used the brushes immediately to paint a beautiful picture,Corina painted a picture with them right away,Corina immediately painted a picture of her parents to thank them,Corina started painting a new picture with the brushes that same day,Corina put her present to use right away by painting a amazing painting,2.722,0.533,-0.090,0.882,-0.493,2.314,0.463,4.771,0.954,-0.735,29.546,0.547
test.sa-sb.sa::00790,"When I tried to leave, my car wouldn't start. I had jumper cables with me in the car. I just needed someone's help to start the car. Before I knew it someone had stopped to help.",0.0,content_diversity,the car is jumped,the jump start was a success,my car is able to run again,it was a successful jumpstart,the car starts operating again,1.944,0.497,-0.053,0.913,-0.409,2.239,0.448,4.762,0.952,-0.489,14.657,0.543
test.sa-sb.sa::00792,My daughter and I started a new book last night. It was the first of a new series out. We enjoy reading together at night. We have read a lot of different books together.,1.0,content_diversity,we both like reading.,we both like this new book.,i decided to stop reading together with my daughter,we decided to join a book club,I figure it may be a good for my daughter to do a book report,4.056,0.550,-0.069,0.897,-0.384,1.933,0.387,4.854,0.971,-0.400,24.486,0.569
test.sa-sb.sa::00812,"I got called to the office during class. I walked out and stopped at my locker. Just as I was trying to open my door, the teacher walked out. He said my name and my locker popped open and hit my knee.",1.0,content_diversity,It hurt so much and made me so nervous I almost wet my pants.,I bent over to grab my knee and I hit my head on the locker door.,When it hit my knee I lost my balance and rolled onto the floor.,My hurt knee felt better when the teacher said the principal had chosen me for an award.,I was so startled my books flew out of my hand and hit my teacher in the head.,4.500,0.577,-0.067,0.921,-0.274,3.153,0.631,4.919,0.984,-0.369,55.376,0.659
test.sa-sb.sa::00813,One of the enemies was captured. He was tortured. He gave up some information. The information was put to good use.,0.0,content_diversity,They were able to win the war,Everyone was pleased with the win,The war ended with their winning,The war was finally won,So glad they won the war,1.833,0.333,-0.055,0.917,-0.394,2.714,0.543,4.715,0.943,-0.704,19.794,0.660
test.sa-sb.sa::00814,Mike's dog had fleas. The dog lived in the house with Mike. Mike had bite marks on his legs. Mike realized he had gotten bitten by fleas.,0.0,content_diversity,he relocates the dog outside,he decides to move the dog outside,the dog was moved outside,the dog was relocated outside,he has to relocate the dog to the yard,1.444,0.437,-0.173,0.825,-0.614,1.844,0.369,4.936,0.987,-0.713,17.600,0.568
test.sa-sb.sa::00816,Ben is sitting down eating his lunch at school. A kid comes over to Ben and dumps his food on his head. Ben gets up and starts throws his food at the kid. Everyone starts throwing food at each other.,1.0,content_diversity,it was a food fight,it was a fun way to spend lunch,the teacher break up the fight,it was a mess,we wasted so much food,3.556,0.598,-0.087,0.879,-0.294,1.969,0.394,4.558,0.912,-0.223,15.616,0.558
test.sa-sb.sa::00833,My grandmother said she was going to make bread for Christmas. We were confused as to how that was going to work. She showed up with a beautiful bread that looked like Santa. She explained to us how she made it.,1.0,content_diversity,I was so impressed that I asked my grandmother if we could make one together.,My grandmother said I should go with her to her baking class and I said I would.,My grandmother and I made some Santa bread so we could give them as gifts.,I made a Santa bread as my grandmother watched but it didn't end up looking like Santa.,"I was so excited about the Santa bread, I wouldn't let anyone eat any of it.",3.389,0.809,-0.071,0.903,-0.307,2.791,0.558,4.635,0.927,-0.450,54.905,0.611
test.sa-sb.sa::00841,John was doing poorly in school. He was on academic probation. If he failed one more class he would get kicked out. Unfortunately John knew he was going to fail two.,0.0,content_diversity,He ended up failing algebra and history.,He was able to make up the classes in summer school.,John will be able to graduate on time with his class next year.,John failed two classes but had a chance to make them up.,Thankfully summer classes were offerred.,3.556,0.831,-0.032,0.945,-0.345,2.927,0.585,4.879,0.976,-0.318,33.087,0.624
test.sa-sb.sa::00843,Ginger took her son to the park one day. When they got there they found a dog. They have been wanting a dog so finding the dog made them happy. But when they started petting the dog they noticed something alarming.,1.0,content_diversity,the dog was hurt.,the dog is a fake,the dog is a robot,this dog belongs to someone else,there is a wanted poster for this dog,4.000,0.816,-0.134,0.832,-0.396,1.912,0.382,4.996,0.999,-0.344,15.261,0.526
test.sa-sb.sa::00844,"Tim was walking into the office. He noticed someone was behind him. He decided to hold the door open for them. They were too far away, though.",1.0,content_diversity,he decides to let them fend for themselves,he holds the door for a longtime,he regrets his decision,he waited,he strike up the conversation with this girl,4.056,0.724,-0.046,0.959,-0.214,2.147,0.429,4.651,0.930,-0.173,20.840,0.719
test.sa-sb.sa::00848,"It was Hank's day off. He took a relaxing stroll to the beach. While there, he took pictures of the waves on the shore. He even got a photo of a passing boat.",0.0,content_diversity,he really like spending time at the beach,he loves his day at the beach,he likes spending time at the beach that day,he likes  his visit to the beach,his visit to the beach was a good one,1.944,0.437,-0.202,0.728,-0.540,2.239,0.448,4.820,0.964,-0.915,22.060,0.552
test.sa-sb.sa::00850,"Gabe was sitting in his school cafeteria eating his lunch. Suddenly, a female student sat his table. She began to talk to him. Gabe was surprised that someone wanted to talk to him.",0.0,content_diversity,Talk lead to romance and they dated for the year,Eventually gabe asked her to the prom,They both soon found out that they were interested in each other,Gabe asked her on a date and she accepted,"One month later, they were boyfriend and girlfriend",2.929,0.495,-0.030,0.951,-0.202,3.103,0.621,4.963,0.993,-0.506,30.837,0.656
